State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Person Type,Injury Severity,Crash Date.day-of-week
Illinois,Clear,1/1/2011,1,Rural-Minor Arterial,66,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
Texas,Clear,1/1/2011,1,Rural-Principal Arterial-Other,31,Pedestrian,Fatal Injury (K),6
Alabama,Rain,1/1/2011,1,Rural-Principal Arterial-Other,19,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
California,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,69,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),6
California,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,75,Driver of a Motor Vehicle In-Transport,No Injury (O),6
New Mexico,Clear,1/1/2011,1,Urban-Other Principal Arterial,19,Pedestrian,Fatal Injury (K),6
New Mexico,Clear,1/1/2011,1,Urban-Other Principal Arterial,27,Driver of a Motor Vehicle In-Transport,No Injury (O),6
New Mexico,Clear,1/1/2011,1,Urban-Other Principal Arterial,32,Driver of a Motor Vehicle In-Transport,No Injury (O),6
Alabama,Clear,1/1/2011,1,Urban-Collector,42,Driver of a Motor Vehicle In-Transport,No Injury (O),6
California,Cloudy,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,24,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
California,Clear,1/1/2011,1,Rural-Local Road or Street,37,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),6
California,Cloudy,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,21,Pedestrian,Fatal Injury (K),6
North Carolina,Clear,1/1/2011,1,Rural-Local Road or Street,,Driver of a Motor Vehicle In-Transport,Unknown,6
California,Clear,1/1/2011,1,Rural-Principal Arterial-Interstate,21,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
California,Clear,1/1/2011,1,Rural-Principal Arterial-Interstate,28,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
California,Clear,1/1/2011,1,Rural-Principal Arterial-Interstate,29,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),6
California,Clear,1/1/2011,1,Rural-Principal Arterial-Interstate,30,Driver of a Motor Vehicle In-Transport,No Injury (O),6
California,Clear,1/1/2011,1,Rural-Principal Arterial-Interstate,32,Passenger of a Motor Vehicle In-Transport,No Injury (O),6
California,Clear,1/1/2011,1,Rural-Principal Arterial-Interstate,65,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Arkansas,Clear,1/2/2011,1,Rural-Minor Arterial,40,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Colorado,Clear,1/2/2011,1,Rural-Local Road or Street,17,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Idaho,Clear,1/2/2011,1,Rural-Principal Arterial-Interstate,22,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Idaho,Clear,1/2/2011,1,Rural-Principal Arterial-Interstate,23,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Idaho,Clear,1/2/2011,1,Rural-Principal Arterial-Interstate,25,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Kansas,Clear,1/2/2011,2,Rural-Principal Arterial-Other,25,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Kansas,Clear,1/2/2011,2,Rural-Principal Arterial-Other,61,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Oregon,Clear,1/2/2011,1,Rural-Principal Arterial-Other,64,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,1,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,15,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,25,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,28,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,37,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Kansas,Clear,1/2/2011,1,Rural-Major Collector,28,Driver of a Motor Vehicle In-Transport,Possible Injury (C),7
Kansas,Clear,1/2/2011,1,Rural-Major Collector,33,Driver of a Motor Vehicle In-Transport,Possible Injury (C),7
Mississippi,Clear,1/2/2011,1,Rural-Principal Arterial-Other,56,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Missouri,Clear,1/2/2011,1,Urban-Collector,19,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Idaho,Clear,1/2/2011,1,Rural-Principal Arterial-Interstate,25,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Iowa,Clear,1/2/2011,1,Urban-Minor Arterial,43,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Kansas,Clear,1/2/2011,2,Rural-Principal Arterial-Other,62,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Oregon,Clear,1/2/2011,1,Rural-Principal Arterial-Other,23,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Oregon,Clear,1/2/2011,1,Rural-Principal Arterial-Other,23,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,4,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,5,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,8,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,19,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Kansas,Clear,1/2/2011,1,Rural-Major Collector,31,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),7
Kansas,Clear,1/2/2011,1,Rural-Major Collector,64,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Kansas,Clear,1/2/2011,1,Rural-Major Collector,85,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Michigan,Cloudy,1/2/2011,1,Urban-Other Principal Arterial,37,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Michigan,Cloudy,1/2/2011,1,Urban-Other Principal Arterial,52,Driver of a Motor Vehicle In-Transport,Possible Injury (C),7
Missouri,Clear,1/2/2011,1,Urban-Collector,18,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Washington,Cloudy,1/2/2011,1,Rural-Major Collector,50,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Kansas,Clear,1/2/2011,1,Rural-Major Collector,43,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Kansas,Clear,1/2/2011,1,Rural-Major Collector,,Driver of a Motor Vehicle In-Transport,Unknown,7
Mississippi,Clear,1/2/2011,1,Rural-Major Collector,57,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
New Hampshire,Rain,1/2/2011,1,Rural-Local Road or Street,24,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
New Hampshire,Rain,1/2/2011,1,Rural-Local Road or Street,28,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Hawaii,Clear,1/2/2011,1,Urban-Collector,27,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Wisconsin,Cloudy,1/2/2011,2,Urban-Minor Arterial,35,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Wisconsin,Cloudy,1/2/2011,2,Urban-Minor Arterial,69,Pedestrian,Fatal Injury (K),7
Wisconsin,Cloudy,1/2/2011,2,Urban-Minor Arterial,72,Pedestrian,Fatal Injury (K),7
Georgia,Rain,1/2/2011,2,Urban-Unknown Urban,22,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Indiana,Clear,1/2/2011,1,Urban-Local Road or Street,71,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
South Carolina,Clear,1/2/2011,2,Rural-Major Collector,23,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Georgia,Clear,1/2/2011,1,Rural-Principal Arterial-Other,58,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Georgia,Clear,1/2/2011,1,Rural-Minor Arterial,19,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Georgia,Rain,1/2/2011,2,Urban-Unknown Urban,22,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
South Carolina,Clear,1/2/2011,2,Rural-Major Collector,26,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Georgia,Rain,1/2/2011,1,Rural-Major Collector,65,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Georgia,Rain,1/2/2011,1,Rural-Major Collector,71,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Louisiana,Clear,1/2/2011,1,Rural-Minor Arterial,33,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Alabama,Clear,1/2/2011,1,Urban-Local Road or Street,85,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
California,Rain,1/2/2011,1,Urban-Principal Arterial-Interstate,27,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
California,Rain,1/2/2011,1,Urban-Principal Arterial-Interstate,82,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
California,Rain,1/2/2011,1,Rural-Principal Arterial-Other,45,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
California,Clear,1/2/2011,1,Urban-Other Principal Arterial,24,Driver of a Motor Vehicle In-Transport,No Injury (O),7
California,Clear,1/2/2011,1,Urban-Other Principal Arterial,49,Pedestrian,Fatal Injury (K),7
California,Clear,1/2/2011,1,Rural-Principal Arterial-Other,20,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
California,Clear,1/2/2011,1,Rural-Principal Arterial-Other,24,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
California,Clear,1/2/2011,1,Rural-Principal Arterial-Other,32,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
California,Clear,1/2/2011,1,Rural-Principal Arterial-Other,42,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Georgia,Clear,1/2/2011,1,Rural-Minor Arterial,19,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
California,Cloudy,1/2/2011,1,Urban-Collector,22,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
California,Cloudy,1/2/2011,1,Urban-Collector,24,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
New York,Cloudy,1/2/2011,1,Rural-Local Road or Street,19,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Alabama,Clear,1/2/2011,1,Rural-Major Collector,16,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Alabama,Clear,1/2/2011,1,Rural-Major Collector,38,Pedestrian,Fatal Injury (K),7
Maine,Clear,1/3/2011,2,Rural-Major Collector,82,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Minnesota,Snow,1/3/2011,1,Urban-Minor Arterial,57,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Nevada,Cloudy,1/3/2011,1,Urban-Minor Arterial,49,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Nevada,Cloudy,1/3/2011,1,Urban-Minor Arterial,66,Pedestrian,Fatal Injury (K),1
Arkansas,Clear,1/3/2011,2,Urban-Principal Arterial-Interstate,60,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Arkansas,Clear,1/3/2011,2,Urban-Principal Arterial-Interstate,62,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
California,Clear,1/3/2011,1,Rural-Minor Arterial,62,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
New Hampshire,Clear,1/3/2011,1,Urban-Local Road or Street,19,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
New Hampshire,Clear,1/3/2011,1,Urban-Local Road or Street,58,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
New Mexico,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,47,Driver of a Motor Vehicle In-Transport,No Injury (O),1
New Mexico,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,72,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
California,Cloudy,1/3/2011,1,Rural-Major Collector,80,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Maine,Clear,1/3/2011,2,Rural-Major Collector,55,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Maine,Clear,1/3/2011,2,Rural-Major Collector,93,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
Minnesota,Snow,1/3/2011,1,Urban-Minor Arterial,37,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Nevada,Cloudy,1/3/2011,1,Urban-Minor Arterial,46,Passenger of a Motor Vehicle In-Transport,No Injury (O),1
Arizona,Clear,1/3/2011,1,Rural-Principal Arterial-Interstate,20,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
Arizona,Clear,1/3/2011,1,Rural-Principal Arterial-Interstate,23,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
Arkansas,Clear,1/3/2011,2,Urban-Principal Arterial-Interstate,2,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Arkansas,Clear,1/3/2011,2,Urban-Principal Arterial-Interstate,39,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
Arkansas,Clear,1/3/2011,2,Urban-Principal Arterial-Interstate,82,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
New Hampshire,Clear,1/3/2011,1,Urban-Local Road or Street,21,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
New Hampshire,Clear,1/3/2011,1,Urban-Local Road or Street,23,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
New Hampshire,Clear,1/3/2011,1,Urban-Local Road or Street,79,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
New Mexico,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,56,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
New Mexico,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,71,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Oregon,Clear,1/3/2011,1,Rural-Minor Arterial,78,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
West Virginia,Clear,1/3/2011,1,Rural-Major Collector,59,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
California,Cloudy,1/3/2011,1,Rural-Principal Arterial-Other,50,Bicyclist,Fatal Injury (K),1
Florida,Clear,1/3/2011,1,Urban-Other Principal Arterial,22,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Florida,Clear,1/3/2011,1,Urban-Other Principal Arterial,42,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
Florida,Clear,1/3/2011,1,Urban-Other Principal Arterial,64,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Indiana,Clear,1/3/2011,1,Urban-Principal Arterial-Interstate,23,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Michigan,Cloudy,1/3/2011,1,Rural-Minor Collector,19,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Missouri,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,43,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Missouri,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,78,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Ohio,Clear,1/3/2011,1,Rural-Principal Arterial-Other,29,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Ohio,Clear,1/3/2011,1,Rural-Principal Arterial-Other,55,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
West Virginia,Clear,1/3/2011,1,Rural-Major Collector,16,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Florida,Clear,1/3/2011,1,Urban-Principal Arterial-Interstate,29,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Michigan,Snow,1/3/2011,1,Urban-Other Principal Arterial,16,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
Michigan,Snow,1/3/2011,1,Urban-Other Principal Arterial,18,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Michigan,Snow,1/3/2011,1,Urban-Other Principal Arterial,21,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
Mississippi,Clear,1/3/2011,1,Rural-Major Collector,41,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Mississippi,Clear,1/3/2011,1,Rural-Major Collector,45,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Mississippi,Clear,1/3/2011,1,Rural-Major Collector,57,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
Missouri,Clear,1/3/2011,1,Urban-Other Principal Arterial,38,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Missouri,Clear,1/3/2011,1,Urban-Other Principal Arterial,64,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
West Virginia,Clear,1/3/2011,1,Rural-Major Collector,36,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
West Virginia,Clear,1/3/2011,1,Rural-Major Collector,73,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
California,Cloudy,1/3/2011,1,Rural-Principal Arterial-Other,47,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Florida,Clear,1/3/2011,1,Urban-Other Principal Arterial,61,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Florida,Clear,1/3/2011,1,Urban-Other Principal Arterial,75,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Florida,Clear,1/3/2011,1,Urban-Other Principal Arterial,76,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Illinois,Clear,1/3/2011,2,Rural-Principal Arterial-Other,4,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
Illinois,Clear,1/3/2011,2,Rural-Principal Arterial-Other,44,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Illinois,Clear,1/3/2011,2,Rural-Principal Arterial-Other,47,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Missouri,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,18,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Missouri,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,74,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
North Dakota,Clear,1/3/2011,1,Rural-Principal Arterial-Other,67,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
North Dakota,Clear,1/3/2011,1,Rural-Principal Arterial-Other,89,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Oregon,Clear,1/3/2011,1,Urban-Collector,49,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
Oregon,Clear,1/3/2011,1,Urban-Collector,63,Pedestrian,Non-incapacitating Evident Injury (B),1
Oregon,Clear,1/3/2011,1,Urban-Collector,74,Pedestrian,Fatal Injury (K),1
Oklahoma,Clear,1/3/2011,1,Rural-Principal Arterial-Other,34,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Oklahoma,Clear,1/3/2011,1,Rural-Principal Arterial-Other,62,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Florida,Cloudy,1/3/2011,1,Rural-Principal Arterial-Interstate,24,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Florida,Cloudy,1/3/2011,1,Rural-Principal Arterial-Interstate,25,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Michigan,Clear,1/3/2011,1,Urban-Principal Arterial-Interstate,25,Passenger of a Motor Vehicle In-Transport,No Injury (O),1
Michigan,Clear,1/3/2011,1,Urban-Principal Arterial-Interstate,41,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Michigan,Clear,1/3/2011,1,Urban-Principal Arterial-Interstate,45,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Michigan,Clear,1/3/2011,1,Urban-Principal Arterial-Interstate,47,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
Utah,Clear,1/3/2011,1,Urban-Local Road or Street,17,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
New York,Clear,1/3/2011,1,Rural-Principal Arterial-Interstate,26,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Georgia,Clear,1/3/2011,1,Urban-Other Principal Arterial,18,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Texas,Cloudy,1/3/2011,1,Urban-Local Road or Street,62,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Michigan,Snow,1/3/2011,1,Urban-Other Principal Arterial,21,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Oklahoma,Clear,1/3/2011,1,Rural-Principal Arterial-Other,34,Driver of a Motor Vehicle In-Transport,Possible Injury (C),1
